18.541247,29.107442,24.484941,21.617834,20.805158,24.108824,10.100578,25.650316,28.537191,10.165913;4.730047
12.085060,19.395176,14.381238,28.454158,16.406453,27.150876,15.196933,27.561259,13.765352,25.183877;4.464191
19.704609,26.764522,12.821139,24.644340,23.821338,10.689852,19.777145,29.427808,12.249028,24.864275;4.588169
29.555383,11.871931,23.234699,22.055458,19.476357,17.125127,19.511569,23.420440,29.192904,11.781685;4.140625
16.625793,19.065027,24.747693,20.197713,17.650284,28.109664,29.305155,22.565347,12.640623,22.366036;3.179385
27.700830,26.795888,12.363105,18.208297,12.404572,21.441850,28.987803,15.127703,29.797309,16.996161;4.885320
25.865834,17.460286,26.641094,25.076691,22.437262,17.881864,17.185559,11.777049,16.833540,20.973412;2.798368
21.514539,26.846894,19.994519,18.780498,12.981142,10.565589,25.133396,25.922125,15.871112,12.304135;3.929756
27.955425,19.944603,25.426069,11.207245,15.249149,23.021387,12.672078,22.770915,17.698862,25.313963;3.739697
27.648056,10.397508,16.835298,25.320549,16.856074,22.376128,19.060423,10.203252,21.981623,22.031367;3.813326
12.506496,17.289544,23.524602,17.515163,27.269170,15.839535,12.669500,23.453010,14.051700,27.370304;3.777025
28.075181,28.502113,20.105849,22.551636,24.385279,10.478258,21.498650,10.930689,18.450628,19.354685;4.140473
25.680557,19.734784,19.295960,12.625051,27.727829,23.491149,26.703193,23.129759,29.678340,29.595797;3.351677
20.212672,17.704318,16.211929,10.071109,26.304849,22.768369,18.966788,14.881715,26.067702,26.479418;3.494603
29.300106,25.305697,21.490672,28.318501,19.908648,13.320248,16.519953,15.928722,21.165970,11.349536;4.099957
20.609181,11.481730,16.236418,27.903416,26.695366,10.046975,22.804197,26.063652,14.902615,11.282445;4.877693
14.783520,10.585170,24.046218,10.152711,22.218414,18.161791,14.978933,23.049194,16.405542,12.073442;3.112339
16.418957,20.632970,27.463879,11.090793,20.008016,18.655264,28.085650,22.603667,29.660724,21.704007;3.694630
27.615991,10.077471,20.230582,23.569273,21.314953,19.569173,16.410257,22.031596,28.263055,23.650356;3.307983
16.140877,11.221023,14.389423,11.656659,29.007907,10.327413,12.293369,10.248199,14.324547,10.228551;3.656749
24.888889,26.786986,15.248638,20.284761,18.935483,16.824223,26.782836,29.649850,22.529290,13.625503;3.434431
11.547801,28.011446,26.932119,17.913969,13.384305,18.609046,18.324363,24.575270,18.129474,29.036149;4.132286
14.315225,11.574790,28.661197,22.057431,17.549843,23.298629,25.843805,16.669843,23.853177,14.076314;3.717134
13.056683,18.114416,16.249520,23.877979,27.813757,19.813419,26.116470,16.528778,20.997583,17.775687;2.682722
15.241779,21.394910,17.191061,10.536773,20.008384,26.540298,15.179648,10.917700,14.929432,23.214643;3.215832
29.668417,27.926122,27.314064,26.019219,21.099577,18.377443,12.542450,23.092415,27.279298,15.491969;3.824769
10.255113,22.107064,21.529026,26.147576,23.099361,27.564568,28.047459,13.044657,13.851602,25.819513;4.480938
22.516067,10.493629,11.240850,12.592240,19.012281,23.446717,27.122217,19.968908,10.975690,16.276647;3.941623
16.864164,19.252135,17.356473,23.591412,21.355581,23.035537,19.822275,17.969165,19.549684,11.331752;1.513201
17.921539,19.841213,15.161892,10.739324,29.487626,24.528520,12.959297,12.957891,24.096482,17.619870;4.000697
15.879175,10.537208,11.866143,25.957699,24.228053,25.668136,22.478453,26.508309,10.700452,18.109499;4.584769
16.761497,23.422331,11.047326,24.686181,19.989636,28.865999,15.795448,17.531209,12.275107,29.297014;4.435905
13.154083,22.009624,28.749015,12.155172,27.999629,21.009300,18.547134,13.047617,14.950920,18.947376;3.982934
16.209387,21.571489,28.872179,18.538792,10.662569,28.588678,28.499645,17.166138,15.199782,25.737193;4.520678
20.473654,23.006905,17.702907,22.986041,25.257070,21.513720,22.638383,15.564080,26.796728,18.536699;1.454566
10.745246,29.515955,20.446798,28.192600,17.664958,27.689045,15.100352,28.180997,27.891209,17.970343;4.755061
26.512416,27.673774,28.907459,17.815907,26.026401,13.142266,22.503308,23.979707,11.717379,20.623591;4.001143
22.446100,24.318108,15.614621,18.245463,17.244114,25.627840,12.709743,28.041390,15.792722,19.991159;2.963420
12.509207,25.044861,26.541038,25.628607,13.817653,18.572827,10.289135,16.505710,12.694041,19.010349;3.958847
16.698092,14.573662,26.448036,16.964692,13.309412,10.562671,29.107395,23.605814,27.211242,28.781870;5.029778
18.957793,23.024973,13.390037,20.628985,22.676017,10.281920,19.407427,27.726519,12.280569,18.850823;3.380692
26.836883,12.617134,13.783079,13.072797,10.578041,10.181698,21.929035,22.180986,28.378469,24.671489;5.060746
19.379042,11.745301,26.574349,23.718894,15.346501,29.389671,13.675484,15.998818,18.223698,14.729784;3.866599
23.600839,20.299036,20.441378,12.058372,29.937610,17.179376,22.504852,17.867330,10.153249,20.905699;3.667457
24.553949,23.019736,23.292300,28.775596,20.701625,17.968802,23.409153,18.810689,12.657479,18.784075;2.427405
24.188906,29.852396,28.643897,11.844590,29.070799,13.255913,29.409102,21.940133,14.804542,11.405903;5.859675
13.475432,23.028021,19.973928,15.690214,26.611195,26.367198,28.763388,10.006522,22.807784,10.147114;4.953923
15.399888,26.879647,24.809368,26.522039,13.643845,11.308724,22.207005,24.031056,12.232354,11.916475;4.537815
10.809832,18.490455,20.804302,29.076557,14.178115,12.326642,22.924401,12.168222,29.669938,14.966881;4.912156
13.888822,24.937783,19.511164,21.665172,15.210962,11.696449,15.962657,28.342587,19.410364,15.389351;3.212925
13.377599,24.903332,19.542687,23.068891,29.331519,16.260550,11.528789,25.828303,17.307680,21.701988;3.712070
13.797250,22.930035,10.072106,15.657758,22.772012,21.841492,16.505784,29.779025,12.464717,24.717540;4.266964
13.654325,12.024291,14.031687,12.694920,16.475783,29.010901,20.642611,14.953714,18.745525,23.381756;3.435567
29.452099,22.106372,16.764723,28.559674,27.968494,27.014129,15.135838,15.709910,25.598938,24.027905;3.530429
25.170127,21.304739,22.972732,25.961161,14.408965,27.157815,28.094578,15.840398,24.517395,16.788916;2.938317
12.613032,11.027115,22.550130,10.581751,12.723892,23.891112,20.313579,20.851648,26.169670,25.873721;4.269773
10.633753,24.498726,12.883176,22.718536,25.796951,21.325063,17.548278,26.431722,16.097617,16.387462;3.515608
26.353541,24.808511,25.164976,29.223900,19.328499,25.739930,18.451362,28.874599,10.026288,29.625358;4.151516
16.900068,16.572652,28.549711,25.121449,15.764773,22.123598,25.320587,26.923047,28.039624,21.914143;2.870789
25.332788,10.436665,17.862069,15.050803,14.084338,23.245589,28.294842,10.138051,24.928464,25.993416;4.820044
18.750696,16.416799,12.681041,12.691703,26.118953,20.495285,28.885139,29.766802,18.197884,17.423758;4.174159
23.693776,18.861870,18.713262,25.860470,26.311127,25.042253,25.785119,20.025349,21.103638,22.614995;0.967468
23.782494,24.357628,21.180582,20.667084,27.514480,17.861972,19.161339,14.164904,25.145463,20.933841;1.893847
15.192462,11.023417,24.639003,13.285828,15.607940,15.188549,20.941919,20.825369,25.762264,27.392111;3.694669
13.109226,20.047349,21.354658,13.765436,16.483929,24.320747,21.058574,12.845635,17.607271,17.931385;1.878866
19.180448,10.960572,17.707042,17.234328,15.751681,26.334255,19.010562,26.132650,25.803459,15.659157;3.171458
17.893149,15.179811,26.958243,28.901121,17.539997,11.345604,13.631635,21.514952,13.717701,15.828967;3.825236
16.547838,24.920295,24.927038,13.479099,12.350896,13.480750,22.548183,26.837805,20.201657,13.315275;3.666011
11.301524,20.189123,22.415959,24.671349,14.599925,10.437438,12.779778,25.390149,29.395304,17.735888;4.551164
12.739015,24.196062,19.297289,12.265424,24.017577,13.599723,26.073362,20.279122,20.968767,14.156895;3.211121
16.069462,22.148799,15.578046,25.991247,25.923382,29.081738,18.886763,19.137656,21.996343,26.852437;2.702987
18.776478,23.572984,19.301407,29.065283,17.093960,16.780417,27.917201,20.908685,24.985674,12.497544;3.254763
26.122084,26.495345,13.808722,10.513464,11.136299,12.858712,13.428375,22.516896,10.590304,19.446645;4.381214
21.093834,24.612946,25.472496,28.016942,12.763343,25.881536,13.788267,10.579488,12.547744,12.674714;4.866888
15.102329,16.116472,10.310972,21.749762,29.251166,26.996953,10.158806,22.680511,17.185823,12.281192;4.741931
23.343808,15.928011,21.971255,13.037040,18.727542,10.253646,14.580459,15.273593,20.227705,14.301698;2.167174
11.087632,15.200284,21.782071,19.594672,13.973012,14.780253,25.603870,22.346198,12.882576,24.322640;3.181959
17.508376,20.919977,12.233567,28.089265,22.665540,28.108233,22.611059,10.284566,16.329556,12.237415;4.433174
16.899537,23.326098,27.221433,25.235585,27.516752,27.424710,13.455808,27.004480,29.191768,25.404140;3.113009
