13.089767;21.651769,29.130101,12.008159,11.068743,11.540275,26.217348,26.058138,21.086121,25.535005,15.812120;9.851280,0.079933,-3.958555,7.001667,4.155658,0.899062,2.420944,7.849985,-1.950123,1.711006;684.579714
18.564098;27.437696,20.873298,26.447497,23.467070,11.636708,22.184353,24.326669,19.999758,25.065455,25.756185;3.380276,-1.659925,-1.181716,1.281816,7.795919,4.530072,4.144973,5.071291,9.892017,5.284552;1549.094558
15.167671;29.433733,10.251879,27.842135,12.331821,13.993146,14.431659,25.596482,23.538631,14.345700,18.005480;4.175668,5.972637,7.275466,8.160356,3.592575,-4.226904,-0.547250,2.831906,7.297138,2.313024;1024.703792
13.878496;28.035226,21.443197,11.019818,15.084870,28.300434,14.764607,27.050110,21.880972,26.490752,11.902872;-3.575667,3.167030,2.301903,0.238719,5.708368,9.195345,6.700419,-0.952119,1.211864,0.094621;676.704914
14.406501;17.292945,16.777428,23.914487,22.342088,26.232770,18.712519,26.641848,16.352878,22.526190,24.162368;5.251862,4.756836,3.481853,-0.276224,8.532348,5.134421,-2.509151,-2.383488,7.306444,2.438584;987.293399
19.661281;12.977304,20.825782,14.686974,13.958274,20.179527,24.402189,23.783616,17.573217,16.577418,24.128332;6.036488,0.292440,7.782937,4.627633,4.265228,-0.905700,5.423450,1.912305,2.381271,-2.543108;920.162510
13.096524;22.107912,17.568148,14.842975,11.490990,11.601598,29.216750,12.743957,14.203264,22.076149,22.650797;6.016309,-3.464588,7.887115,-3.790388,-4.117631,7.162482,3.276132,-1.509680,3.118858,4.293153;646.381740
17.297695;27.875519,12.034211,26.002472,15.040788,21.860543,18.435921,15.979145,13.965635,19.047975,22.066096;8.637647,-2.472847,5.267807,8.207725,4.884618,6.480962,4.374951,7.518320,-0.161567,4.978311;1694.119209
16.830779;22.119776,11.757848,15.785210,28.255338,24.642251,23.606111,25.796616,17.986540,21.078398,24.405272;9.601121,-2.135943,9.865748,1.238163,-4.411723,9.775827,5.753298,6.223810,0.452000,-4.574267;1107.943727
10.780850;25.968636,19.817208,18.239404,29.168212,12.937674,29.085244,28.483156,19.199236,13.377977,26.400565;7.671085,3.333468,7.894855,3.165456,-3.064575,0.848197,9.082731,2.800625,-2.340607,-4.572520;697.588185
