14.728392,39.117783,38.715008,24.561269,34.008414,14.256590,22.652838,37.472066,33.766220,38.784773;8.729225,10.809809,10.787764,9.818494,10.511675,8.659877,9.646207,10.718259,10.496452,10.791599
31.181383,10.954985,18.307690,11.385142,12.913953,34.703735,30.844859,19.512984,38.506661,11.033382;10.326819,8.098783,9.192594,8.180818,8.449197,10.554785,10.303706,9.328401,10.776271,8.113971
18.280752,30.391080,29.652940,14.878352,13.569930,24.950922,38.792319,20.211572,27.558033,16.714358;9.189458,10.272138,10.219766,8.750802,8.554734,9.852020,10.792013,9.403324,10.063706,8.998651
35.221518,17.628465,34.428545,17.305749,37.877909,20.499513,15.897858,17.532516,28.481340,24.198665;10.586330,9.112067,10.537827,9.072713,10.741204,9.433454,8.891973,9.100442,10.133901,9.786814
12.275629,11.618504,25.923927,33.375017,38.020321,13.897186,27.064710,24.081719,10.357062,20.113679;8.341222,8.224036,9.933504,10.471630,10.749197,8.605492,10.025231,9.776495,7.979234,9.392982
23.516248,12.514641,16.869309,37.400121,14.571341,34.774509,26.150273,39.884041,12.345266,23.280348;9.725883,8.382295,9.018306,10.714165,8.706391,10.559124,9.952021,10.851129,8.353271,9.704408
22.942415,37.319428,15.455411,17.914087,14.366169,14.082057,36.078766,27.391138,26.495806,14.348644;9.673263,10.709565,8.831853,9.146301,8.676186,8.633640,10.637551,10.050768,9.979981,8.673586
22.518012,11.489633,37.081483,38.343616,24.725923,24.677579,20.131582,37.001615,21.077403,13.336083;9.633492,8.200278,10.695941,10.767233,9.832725,9.828557,9.394877,10.691348,9.492669,8.517708
17.043397,20.594757,34.635821,10.462103,11.290714,15.069701,29.473464,31.951672,29.432379,23.527711;9.040175,9.443328,10.550612,8.000728,8.163079,8.778022,10.206834,10.378798,10.203863,9.726921
37.881579,33.271380,24.603749,23.075758,23.403512,19.190484,25.255260,25.323147,34.528831,33.844943;10.741410,10.465006,9.822175,9.685607,9.715647,9.292903,9.877843,9.883561,10.544023,10.501412
16.232269,19.037390,24.127700,16.914645,35.329264,15.842929,16.777653,15.121241,16.829929,23.070961;8.936312,9.275843,9.780558,9.024023,10.592836,8.884601,9.006702,8.785294,9.013328,9.685164
27.846882,17.866352,28.085293,31.336473,16.652402,13.522530,18.900276,19.563349,22.725003,25.235749;10.085916,9.140618,10.104074,10.337387,8.990741,8.547281,9.260446,9.333891,9.652982,9.876197
38.892656,26.404172,25.634075,16.947832,24.666932,28.721803,30.374066,21.865456,21.023099,39.639460;10.797516,9.972602,9.909555,9.028198,9.827637,10.151808,10.270945,9.570854,9.487174,10.838027
13.202856,29.612720,24.825218,33.371552,31.451112,37.111617,36.727675,20.024892,30.962375,15.934295;8.496323,10.216875,9.841262,10.471409,10.345165,10.697671,10.675520,9.383559,10.311806,8.896849
15.487674,17.197960,36.595358,10.860225,24.697042,15.037814,39.360419,31.380834,25.014149,24.132651;8.836295,9.059404,10.667833,8.080278,9.830236,8.773510,10.822980,10.340400,9.857411,9.780995
29.788158,25.557848,39.189237,29.469745,34.009917,23.613931,22.971745,34.759414,12.504094,13.995130;10.229456,9.903212,10.813697,10.206566,10.511769,9.734712,9.675984,10.558199,8.380500,8.620451
18.759522,22.949535,10.464614,39.521912,15.015052,13.186490,21.172292,15.943552,24.690629,20.184802;9.244524,9.673924,8.001239,10.831702,8.770283,8.493681,9.502237,8.898086,9.829683,9.400501
19.043648,31.032963,29.990166,26.173794,30.943166,29.995837,15.343974,13.840432,39.972412,15.133632;9.276543,10.316656,10.243852,9.953936,10.310484,10.244255,8.816440,8.596776,10.855844,8.787039
29.342936,21.288166,15.727711,22.847590,24.460662,13.618348,27.685225,16.785630,21.538574,27.489591;10.197380,9.513862,8.869054,9.664441,9.809751,8.562320,10.073515,9.007714,9.538771,10.058410
37.189245,36.389612,34.532817,17.821840,27.830688,10.675378,22.757780,19.381567,14.844542,15.362986;10.702122,10.655824,10.544268,9.135305,10.084677,8.043712,9.656052,9.314007,8.745957,8.819077
25.925928,29.633371,22.228576,34.599437,31.550768,39.059480,25.940017,19.754370,13.168876,28.328760;9.933669,10.218359,9.605937,10.548374,10.351904,10.806632,9.934826,9.354588,8.490834,10.122459
25.541563,38.308679,29.131273,38.730818,17.221211,30.283669,18.671937,30.154245,30.854215,12.039783;9.901854,10.765291,10.181960,10.788634,9.062282,10.264596,9.234556,10.255474,10.304352,8.299901
37.479737,10.034532,23.873475,22.730471,23.827491,33.104792,19.674154,33.542179,24.140715,11.072882;10.718695,7.911849,9.757996,9.653495,9.753889,10.454314,9.345921,10.482272,9.781707,8.121583
18.071848,32.965000,15.659859,18.624945,12.733404,27.286281,30.500897,26.397793,22.771865,29.333283;9.164977,10.445301,8.859845,9.229189,8.419207,10.042598,10.279820,9.972087,9.657370,10.196680
23.761765,29.858343,33.108565,20.506540,29.860288,22.484758,35.257875,34.987505,17.693230,28.403822;9.748006,10.234469,10.454557,9.434184,10.234608,9.630344,10.588527,10.572131,9.119878,10.128096
26.341483,29.419344,26.316578,31.631399,25.674859,39.811139,16.560299,13.173948,13.290924,11.907741;9.967539,10.202920,9.965524,10.357340,9.912941,10.847233,8.978927,8.491654,8.510483,8.276412
