12.720345;24.702553,28.796869,11.241459,17.669421,29.195941,15.107383,25.337180,20.535444,21.899551,15.000031;-1.725843,-1.084324,7.648035,4.967098,-3.761754,-1.555449,2.637927,-3.813821,7.041097,-1.007874;278.360493
18.513035;18.454842,26.120707,13.828533,25.057027,23.382671,29.372221,13.152745,10.309737,15.219697,23.793452;-3.424993,-1.153939,2.558987,8.336666,-1.598086,-2.991105,1.598602,-2.222722,0.992228,2.885630;377.060358
15.377446;19.404812,11.693641,18.165768,27.945898,13.488213,28.792128,11.606091,12.178113,14.198861,12.018871;-4.222335,1.634158,0.600710,2.214992,0.514029,-3.200654,2.695571,-3.681516,-2.639754,0.422155;251.928315
18.713517;17.644321,17.217609,27.810400,26.007835,22.766651,27.572682,17.334963,14.193828,20.088617,23.726757;6.013977,-3.611055,5.150570,3.444295,8.506834,-3.914816,6.838323,9.099200,7.604830,-3.902511;467.076868
15.512336;29.686298,24.991133,27.525901,18.063526,13.944416,19.725449,24.037446,25.809586,14.719277,22.273800;-0.459606,4.316882,0.032658,4.928099,7.322075,-0.043422,6.402922,6.684252,8.518496,0.118033;401.144694
17.428909;29.358929,17.089805,18.743354,22.890938,29.756355,21.519194,15.848634,25.407560,25.436665,26.771563;8.219314,-4.929274,9.888334,5.810676,3.423422,8.883969,0.959300,1.545224,0.046531,9.894392;482.022427
11.956316;14.771183,26.113957,28.120982,23.102887,26.896910,22.474022,12.443816,15.074837,18.338700,20.811954;-2.561264,3.790634,1.253894,8.634206,-0.030666,-2.452542,7.345059,8.786441,3.958906,6.415295;290.884272
15.329237;10.330027,27.324259,21.592902,29.058309,21.129164,26.134042,25.115792,21.379587,12.243851,13.735023;7.192583,1.801847,-4.472940,6.526279,4.729222,8.650064,9.740887,0.269285,5.114006,-3.192952;374.648438
19.913441;15.673562,19.108599,20.421935,28.992309,15.007583,29.548881,29.498504,10.948858,10.401966,11.019123;0.698727,6.652806,6.682714,-4.199819,-2.498901,7.709457,-1.508915,8.074176,-4.187062,9.237467;432.683169
18.628408;16.327523,12.314621,22.955460,29.465576,17.384795,16.701812,19.386778,14.982316,17.881135,23.700932;-2.918678,-3.992709,3.111207,-1.849797,-4.906841,5.685638,-3.471204,2.659446,0.488384,-2.093875;342.413459
18.550375;22.525274,20.095727,19.555178,29.558047,25.112278,12.469673,11.828142,14.241508,11.774307,13.841338;-0.364365,9.614311,4.726932,3.163583,6.598068,-4.708240,9.458475,4.136923,3.535622,-0.405873;402.092189
17.369662;13.924434,14.732521,16.318433,28.033453,23.696392,21.733920,16.163003,14.294898,22.502240,19.485121;0.007340,7.468641,-3.804258,-1.961948,-2.023693,-0.904861,7.017045,3.300572,2.505422,-1.063029;349.869538
17.623685;29.367512,11.726948,10.768156,17.635069,15.697535,18.947636,12.467844,24.445813,23.685648,22.776299;1.153713,0.979680,-2.120869,3.429084,7.827079,-0.691301,4.703188,5.568428,-4.850362,-3.782620;352.005759
19.459208;19.834975,11.645794,25.081080,11.127911,21.182944,17.759405,19.643575,17.631741,27.979937,20.901353;5.855888,4.182350,4.323219,3.510171,4.475618,1.534144,-1.406195,-1.744589,-2.315307,0.456964;411.875496
19.873216;21.868359,17.258930,25.505962,27.460878,17.609661,24.721998,20.709802,29.125394,22.104029,12.074184;-4.489242,6.902072,7.918713,-1.701971,-4.494210,-0.676237,4.977878,5.595786,4.950666,1.924595;475.659955
15.890738;29.747491,13.192456,18.122286,29.050590,11.506810,15.804120,10.456822,13.776880,20.588918,13.755658;7.643483,9.726598,-0.608565,3.533213,2.347749,9.689871,-4.275726,-1.035192,-2.217794,7.122190;330.412722
12.909702;20.406896,22.371354,21.037669,27.523930,16.223080,15.867569,23.803711,20.408391,26.368706,28.907789;-3.673350,8.394482,4.801531,5.210739,2.631305,0.535471,7.176921,1.041821,6.497171,9.359462;341.971083
16.039900;13.501318,26.720669,16.164611,26.842140,13.849654,26.426926,28.159961,29.388698,16.840617,20.019337;5.286322,4.100145,6.196883,8.816776,2.807137,-3.015521,3.418200,-4.484370,1.607440,7.404862;401.080607
12.717825;17.309606,29.066054,14.543577,21.334200,20.357166,11.137461,11.102636,15.465740,25.066393,24.591342;5.316738,3.257859,0.582061,0.230446,2.060657,-3.023476,1.275445,3.508118,9.603188,9.825057;283.111852
11.137961;27.282110,23.935532,26.321759,20.036042,23.152358,22.622832,28.926744,10.688899,22.184348,18.929970;6.412626,4.385518,-0.274898,7.535955,-1.403495,3.946604,8.471950,0.253645,-4.303258,0.220590;277.698147
