14.182525;25.418481,20.490920,14.292859,15.530284,28.207137,23.730361,14.542332,23.524274,18.174873,18.801164;2.272538,8.126771,-1.985920,-1.325595,-2.520863,0.062173,1.973761,3.582179,8.670320,1.128559;85.995114
14.221755;14.316071,14.495709,19.188328,17.212752,13.958673,20.415263,22.726082,18.769073,14.574665,29.476216;-2.250621,3.943777,9.048397,5.814215,8.787257,2.761676,3.084092,8.988624,2.313371,8.255218;100.488157
17.645172;10.831999,12.026794,26.614256,24.926187,12.221763,23.886437,11.152533,24.314898,16.779398,10.116026;9.023001,1.912410,-0.415645,7.475035,-4.712822,-3.500820,1.954571,-3.267627,2.701277,3.390372;126.202061
13.985944;29.461396,16.923348,23.247709,10.270238,18.191608,28.522553,26.729097,20.251334,10.880918,15.675655;0.227295,-2.895983,3.146468,3.493145,2.070261,2.401222,3.369099,8.632871,-4.990079,4.419165;120.545546
14.035373;20.438293,24.692116,16.461124,19.782221,24.276348,26.223531,25.825730,24.371123,16.795422,18.031556;3.060283,1.734391,8.840405,1.869573,9.968050,1.127914,-0.604752,3.194105,1.331390,6.953378;58.907218
17.323961;29.625049,15.201646,11.275119,16.415566,19.816526,15.172405,20.596689,28.698596,25.785985,13.246510;9.364882,-0.747199,0.704071,6.030937,3.212629,-3.403998,0.114086,8.443375,6.227207,3.675789;173.239694
15.499368;27.805422,10.790432,14.814174,11.852973,10.907059,24.191624,15.735241,21.703226,16.359032,17.626891;-2.169403,5.255132,-0.574553,-4.290120,6.854462,-0.558864,7.565773,7.366194,2.053476,6.564025;98.935598
19.724747;22.248220,11.443052,17.247810,14.386196,18.085419,10.610725,10.270600,29.851117,16.439425,11.449093;3.872315,8.024614,6.342218,2.997517,8.171163,4.085927,4.095873,-3.706377,-0.956531,9.087577;96.024756
17.502898;18.562230,15.613265,23.139130,29.265361,21.886633,23.780297,19.265667,13.592574,19.860917,24.584054;5.084951,4.252551,5.476289,9.387593,5.452214,-0.500813,3.538231,9.448761,2.204674,7.937858;100.367458
16.264984;16.804116,24.826885,29.345234,21.773529,21.323709,28.575411,20.913434,12.736799,15.939177,26.603103;-3.560654,5.652624,2.106243,7.344159,3.977252,-3.930539,4.857286,-1.299780,0.040204,4.631501;123.509787
15.460774;22.449546,28.443539,11.555813,27.973078,13.623272,20.733434,14.208697,15.496837,24.111016,14.408607;7.767023,-3.797796,3.160888,6.258330,6.494938,0.873612,4.475416,-1.580482,8.194882,-3.552183;124.906713
15.547158;16.184885,24.781320,28.074518,29.483433,20.867791,25.667666,15.627163,23.118952,19.182613,25.294022;1.744760,3.729755,7.960547,4.169809,4.825595,-4.012311,6.305252,5.193194,9.836234,-2.743659;88.220186
15.272141;20.617803,25.588397,19.146100,17.649718,29.777561,27.757421,24.533086,10.872563,14.978935,18.081412;-2.918697,9.411543,9.515576,-1.441218,-3.438301,5.338784,7.111138,0.924980,3.834194,0.624276;123.988426
