30.373650,24.565082,11.041551,13.433189,12.298753,28.234740,17.003976,14.260343,25.905196,37.909040;28.373650,22.565082,9.041551,11.433189,10.298753,26.234740,15.003976,12.260343,23.905196,35.909040
32.790638,17.400383,30.288024,32.779163,27.585694,34.673178,37.805054,29.127006,10.568136,15.530219;30.790638,15.400383,28.288024,30.779163,25.585694,32.673178,35.805054,27.127006,8.568136,13.530219
18.768379,18.750350,17.365001,31.130438,33.238356,34.679607,34.185689,17.613129,34.014996,28.891262;16.768379,16.750350,15.365001,29.130438,31.238356,32.679607,32.185689,15.613129,32.014996,26.891262
27.792723,32.161931,21.179296,23.598111,25.281267,37.861325,23.523634,29.123046,23.780916,26.613234;25.792723,30.161931,19.179296,21.598111,23.281267,35.861325,21.523634,27.123046,21.780916,24.613234
36.619797,29.977270,13.620238,31.412068,23.416815,29.229471,29.466884,30.351262,11.764829,16.718598;34.619797,27.977270,11.620238,29.412068,21.416815,27.229471,27.466884,28.351262,9.764829,14.718598
17.458612,30.288723,29.454720,31.110306,35.113098,31.818871,10.583032,27.512394,37.626305,12.750340;15.458612,28.288723,27.454720,29.110306,33.113098,29.818871,8.583032,25.512394,35.626305,10.750340
34.769500,30.496595,30.682054,25.926276,15.665611,24.790471,26.786196,34.848408,16.086058,25.832387;32.769500,28.496595,28.682054,23.926276,13.665611,22.790471,24.786196,32.848408,14.086058,23.832387
36.774174,34.995808,33.254964,33.644069,21.208887,14.569359,20.567809,29.352938,37.958102,12.799631;34.774174,32.995808,31.254964,31.644069,19.208887,12.569359,18.567809,27.352938,35.958102,10.799631
28.182689,30.324001,39.629268,39.797823,32.726090,18.251788,38.620412,22.332471,16.498699,28.873902;26.182689,28.324001,37.629268,37.797823,30.726090,16.251788,36.620412,20.332471,14.498699,26.873902
27.515831,14.817208,25.865206,23.880127,21.386315,12.796900,17.774363,20.075099,21.253366,14.387790;25.515831,12.817208,23.865206,21.880127,19.386315,10.796900,15.774363,18.075099,19.253366,12.387790
10.472569,30.516794,36.337049,22.954182,28.940287,27.581222,16.822337,33.539640,18.629089,37.731268;8.472569,28.516794,34.337049,20.954182,26.940287,25.581222,14.822337,31.539640,16.629089,35.731268
25.406731,35.994293,39.414616,19.799579,16.588506,25.546712,20.590176,35.784314,17.800620,35.311631;23.406731,33.994293,37.414616,17.799579,14.588506,23.546712,18.590176,33.784314,15.800620,33.311631
36.440584,10.740442,20.236194,22.642170,12.400335,12.380614,12.171287,37.010230,39.079249,21.739209;34.440584,8.740442,18.236194,20.642170,10.400335,10.380614,10.171287,35.010230,37.079249,19.739209
31.343557,26.152426,25.737657,25.067198,11.970175,16.901219,13.511210,39.693132,12.115495,11.800710;29.343557,24.152426,23.737657,23.067198,9.970175,14.901219,11.511210,37.693132,10.115495,9.800710
33.102624,38.233719,13.943944,17.671682,21.349324,39.812071,20.228537,36.986563,17.124448,16.600032;31.102624,36.233719,11.943944,15.671682,19.349324,37.812071,18.228537,34.986563,15.124448,14.600032
33.990599,28.906893,39.483929,14.747492,28.500287,19.261517,12.552355,36.304887,27.721043,19.093694;31.990599,26.906893,37.483929,12.747492,26.500287,17.261517,10.552355,34.304887,25.721043,17.093694
15.597412,18.127169,11.987299,20.004811,11.497167,13.039255,12.156093,37.135391,19.353934,27.753068;13.597412,16.127169,9.987299,18.004811,9.497167,11.039255,10.156093,35.135391,17.353934,25.753068
38.157937,11.034459,36.386710,25.669823,34.247421,23.427392,20.396169,32.714523,20.806388,26.698200;36.157937,9.034459,34.386710,23.669823,32.247421,21.427392,18.396169,30.714523,18.806388,24.698200
35.544459,39.539282,33.706407,20.520488,25.057145,17.656368,25.296149,12.358596,11.676978,29.049636;33.544459,37.539282,31.706407,18.520488,23.057145,15.656368,23.296149,10.358596,9.676978,27.049636
30.972101,18.248201,22.659079,20.974681,12.464762,12.093094,13.626689,30.335590,16.568087,17.118398;28.972101,16.248201,20.659079,18.974681,10.464762,10.093094,11.626689,28.335590,14.568087,15.118398
30.089048,11.795488,21.528303,24.737078,33.224852,14.434335,24.566017,12.155047,33.623308,21.811963;28.089048,9.795488,19.528303,22.737078,31.224852,12.434335,22.566017,10.155047,31.623308,19.811963
28.374198,26.668402,37.193501,16.036760,33.630806,20.431573,39.164525,35.081573,31.354165,16.446985;26.374198,24.668402,35.193501,14.036760,31.630806,18.431573,37.164525,33.081573,29.354165,14.446985
24.556667,17.864962,30.493355,37.335572,27.115049,17.958340,37.854154,11.927343,28.789050,38.448361;22.556667,15.864962,28.493355,35.335572,25.115049,15.958340,35.854154,9.927343,26.789050,36.448361
31.129369,24.910665,28.287906,12.334852,17.242981,10.773525,35.394308,10.445884,26.512477,13.590135;29.129369,22.910665,26.287906,10.334852,15.242981,8.773525,33.394308,8.445884,24.512477,11.590135
33.694585,13.068387,33.038317,29.861663,33.192939,37.959443,15.306533,10.612653,35.009168,24.195808;31.694585,11.068387,31.038317,27.861663,31.192939,35.959443,13.306533,8.612653,33.009168,22.195808
22.023721,19.318017,29.613973,21.754756,13.580081,39.356145,25.547554,25.233060,19.750656,15.918152;20.023721,17.318017,27.613973,19.754756,11.580081,37.356145,23.547554,23.233060,17.750656,13.918152
17.372952,30.285374,17.838829,38.844588,24.927302,22.833169,27.033762,28.391154,34.209798,36.423502;15.372952,28.285374,15.838829,36.844588,22.927302,20.833169,25.033762,26.391154,32.209798,34.423502
14.436573,10.869885,27.174110,10.899447,31.346019,16.421150,17.655609,38.757790,15.456717,33.953698;12.436573,8.869885,25.174110,8.899447,29.346019,14.421150,15.655609,36.757790,13.456717,31.953698
32.785397,35.767119,24.451696,12.252895,12.721637,16.006475,33.348601,22.218387,34.811249,14.439039;30.785397,33.767119,22.451696,10.252895,10.721637,14.006475,31.348601,20.218387,32.811249,12.439039
29.483587,22.618505,27.893222,20.412653,16.528799,11.135239,14.602763,21.201467,36.304451,23.234449;27.483587,20.618505,25.893222,18.412653,14.528799,9.135239,12.602763,19.201467,34.304451,21.234449
28.648017,37.348823,28.183953,24.560367,27.302230,39.463035,25.557049,20.461052,39.486229,39.760308;26.648017,35.348823,26.183953,22.560367,25.302230,37.463035,23.557049,18.461052,37.486229,37.760308
13.193285,11.739260,14.911719,25.824218,12.092443,10.304373,12.750401,28.223050,11.682565,29.743013;11.193285,9.739260,12.911719,23.824218,10.092443,8.304373,10.750401,26.223050,9.682565,27.743013
14.194631,34.325614,17.585790,10.731570,25.921707,38.045640,33.079855,22.142569,31.534328,24.439679;12.194631,32.325614,15.585790,8.731570,23.921707,36.045640,31.079855,20.142569,29.534328,22.439679
24.925255,11.919176,25.706115,19.436195,35.646758,10.270453,16.077564,36.418129,16.541491,19.530691;22.925255,9.919176,23.706115,17.436195,33.646758,8.270453,14.077564,34.418129,14.541491,17.530691
33.953328,14.817843,32.137924,32.711186,36.439333,22.877261,15.624483,19.090947,19.622712,23.260201;31.953328,12.817843,30.137924,30.711186,34.439333,20.877261,13.624483,17.090947,17.622712,21.260201
13.922355,23.844455,23.205075,28.150055,13.810616,27.971324,13.963770,13.460098,23.232200,18.132983;11.922355,21.844455,21.205075,26.150055,11.810616,25.971324,11.963770,11.460098,21.232200,16.132983
22.410402,37.443107,24.315423,37.486652,24.907203,37.826594,31.109530,30.839273,10.137808,26.206579;20.410402,35.443107,22.315423,35.486652,22.907203,35.826594,29.109530,28.839273,8.137808,24.206579
14.278983,19.612321,37.142501,28.424668,10.476938,19.341832,15.783160,18.264040,10.801307,34.919205;12.278983,17.612321,35.142501,26.424668,8.476938,17.341832,13.783160,16.264040,8.801307,32.919205
14.513072,25.464820,22.566475,27.814378,18.309427,27.784812,27.554208,13.647710,12.357809,10.961987;12.513072,23.464820,20.566475,25.814378,16.309427,25.784812,25.554208,11.647710,10.357809,8.961987
17.252293,32.302378,14.680114,34.695168,12.819563,39.393932,29.596622,18.523429,36.016984,10.904195;15.252293,30.302378,12.680114,32.695168,10.819563,37.393932,27.596622,16.523429,34.016984,8.904195
38.267443,35.482967,14.118492,29.821763,11.154691,14.444892,15.542923,29.360858,35.696598,35.601271;36.267443,33.482967,12.118492,27.821763,9.154691,12.444892,13.542923,27.360858,33.696598,33.601271
20.951633,14.620518,14.950660,36.800919,38.373694,25.524022,10.551202,22.579175,13.662554,38.555436;18.951633,12.620518,12.950660,34.800919,36.373694,23.524022,8.551202,20.579175,11.662554,36.555436
