-2.335692,-0.243453,8.331716,8.545779,-1.847195,3.915835,3.121108,0.448306,1.214100,-4.617560;20.583127,9.648004,84.328841,92.619634,7.677870,16.699863,12.499326,19.678115,9.237397,38.715788
3.696968,1.596917,-1.629451,-5.496487,-4.305525,-1.332416,-4.234919,3.710844,7.655459,-5.373312;26.938547,20.752706,19.525751,50.208929,31.955729,16.725246,26.988154,26.206035,74.203332,45.867931
-3.811571,-6.120525,-4.064342,-5.626645,-5.562345,-6.471012,9.763868,9.089921,6.451414,6.300179;20.755442,40.193527,17.324904,48.656945,50.182308,61.708519,104.463395,84.180490,61.158277,52.792770
3.632478,1.819189,7.986290,6.639037,3.743394,-2.354055,9.910806,-3.280279,2.153935,2.000140;29.926188,9.097929,63.817948,60.497821,24.428123,21.623537,99.754045,22.651059,8.963281,4.000566
-6.172061,-4.149329,-5.831340,8.081195,3.763272,3.113414,-5.881826,0.277586,-4.452738,2.506932;43.390419,21.304827,39.113664,66.578870,23.329504,12.126616,37.228350,11.801679,39.389119,26.275230
2.451344,7.699353,7.364968,6.263809,-5.423493,4.493972,-2.175901,3.952182,3.512575,-3.103911;25.545363,72.409245,70.854069,50.101511,48.280836,40.188603,10.245062,16.067764,32.307000,11.690879
1.406965,-0.527337,-1.875776,-1.325321,3.020007,3.715231,-5.995792,8.809354,1.351273,-2.002490;20.319062,20.130942,6.413161,16.314289,9.199328,25.970390,35.953029,83.961664,17.768258,4.011190
1.455022,6.617206,2.208226,8.526387,1.180855,-0.968527,-1.460297,9.313504,-0.043021,2.261939;21.720381,61.196383,12.281432,92.562225,7.185213,1.132947,21.822904,100.625904,0.364972,15.865673
1.074652,-1.710607,9.836810,1.205438,3.084628,0.519625,-5.627613,-5.292237,-2.389838,5.372086;2.234887,15.376202,101.575306,8.689553,10.895563,20.194088,48.624257,40.630265,23.409872,45.799554
-0.889985,2.901275,6.867938,9.634260,1.240084,-5.852899,3.812050,4.248792,-4.126073,-4.978355;3.087574,10.280478,50.418397,109.467269,10.915097,38.232460,20.731234,27.976090,20.001096,24.876391
3.736949,-5.805603,7.687731,-4.631803,3.642183,5.773732,1.430823,-1.708088,-5.906133,-5.808733;24.784109,40.282296,72.915003,38.216234,29.533611,41.850673,21.117386,15.520727,36.571964,40.134545
1.197687,-0.786964,-5.948204,9.048723,-2.805718,2.940058,-6.398576,-6.431989,8.598126,4.884293;8.206308,8.317632,35.906144,82.344184,14.442383,9.344891,58.978838,60.471099,92.086860,26.384830
-1.317395,6.286300,5.872362,-1.418341,9.080198,-0.012804,0.528607,-4.960130,7.096067,-3.157216;15.844602,51.778348,37.531951,20.724033,83.692716,0.032508,20.118325,24.915096,52.121040,14.462765
6.479088,0.290076,9.490437,3.518905,0.159766,-5.389857,1.086757,-3.947203,-0.488557,1.698334;61.892343,12.575631,110.050329,32.312250,4.654829,46.749789,2.630302,16.125692,20.212848,16.073991
0.753490,9.047529,1.224530,7.242388,-3.395333,8.489874,-2.477451,5.789084,7.984473,-2.755333;10.348498,82.300259,9.905881,61.973736,29.442542,92.057697,26.037546,41.082667,63.799402,17.256969
9.311122,0.515447,0.152099,-3.856207,9.167570,5.962093,1.271753,-6.253013,9.161316,6.067175;100.443198,20.218626,4.252497,18.681673,89.093172,35.828930,12.979814,49.289111,88.641042,37.688071
-1.957627,-0.203383,-5.226143,7.357202,-1.880567,2.731902,-4.369843,3.068848,2.628034,1.958840;4.184649,7.154024,35.818915,70.365939,6.222585,18.598119,35.933621,10.338912,23.841672,4.169629
9.745840,-2.544724,2.908581,3.613871,4.160788,7.300982,9.809162,5.664355,-0.950017,-4.304821;105.243259,26.083424,10.064753,30.608010,21.995579,66.452767,102.587897,47.210435,1.391649,31.908055
0.072249,-4.580752,-4.317638,-2.332342,1.957974,-2.985014,3.696372,2.042210,4.852553,-2.419632;1.018002,39.723623,32.764833,20.385671,4.180295,8.954621,26.969485,4.520234,27.540628,24.606476
2.688241,-3.899384,-4.436022,-1.198751,4.747171,-3.844352,-4.414211,2.302903,-0.113535,5.972237;21.010570,17.137969,38.881063,8.272226,32.713610,19.192105,38.067216,18.566389,2.451226,35.819432
7.851985,1.490472,0.696788,-0.510884,6.906935,6.262548,-5.988327,9.466609,-2.100280,-5.455670;65.675695,22.203587,13.767034,20.237629,49.367416,50.006784,35.886970,109.397297,6.331284,49.378863
4.599900,4.275802,5.698097,7.606595,-3.195021,-1.585436,8.544543,-0.150108,1.701410,8.183196;39.253087,29.896366,45.672240,75.700271,16.821869,21.107089,92.620249,4.150179,15.900676,72.889058
-2.950992,-4.431746,-5.281676,7.660642,-5.411286,-2.039599,3.000679,9.451519,-3.308828,-4.615533;9.178757,38.734723,39.872987,74.009935,47.768177,4.467878,9.004166,108.870702,24.560841,38.782234
0.569086,-5.533436,5.103912,-0.125477,2.959908,0.355709,2.100761,-3.385232,-5.639932,-0.786604;19.396453,50.399109,28.106496,2.965897,9.076700,16.290743,6.351163,28.970438,48.186593,8.339128
-2.349373,1.840951,-1.049053,5.031871,5.600774,2.407767,-5.584692,7.813828,2.845125,-2.160109;21.365366,7.980540,1.571707,25.519510,49.430344,24.164551,49.806191,67.152511,12.467540,9.313489
8.649601,-5.757438,-1.587126,-0.246711,-4.645483,8.730329,4.765035,0.913353,3.777273,9.881943;90.714093,42.681225,21.057675,9.854209,37.685783,87.451936,31.762511,2.279949,22.562777,100.280440
2.958887,0.565675,-5.127467,-3.305746,-3.240007,-5.083226,9.521666,8.025834,8.097779,1.125450;9.086852,19.480620,29.330103,24.359234,19.869994,27.175423,110.569678,64.545396,67.402390,4.215540
9.446159,2.975029,-6.021821,-2.179921,0.285568,2.529757,1.314838,7.508066,-1.075601,3.231931;108.662966,8.973655,36.356129,10.489652,12.297773,26.225419,15.690845,76.358233,2.264030,19.312329
5.895601,-0.679324,0.466572,8.943977,3.740986,7.110396,9.593147,5.604543,-0.602152,-4.455937;36.833660,14.757709,19.997917,80.608050,24.561238,52.868252,110.364441,49.330207,18.372567,39.474497
