3.289317,-2.282693,-3.269032,-1.374378,-2.830551,-0.306636,-1.101561,3.889146,-1.563629,0.175850;-10.982163,7.427657,10.783029,2.708528,6.597392,2.802563,1.397678,-11.969043,4.633553,-1.821178
4.075509,3.109739,4.927574,5.802319,4.640496,0.343159,3.861144,4.712037,5.928825,4.801219;-11.107047,-9.075073,-16.299371,-15.530049,-13.354239,-2.990336,-12.104136,-14.133294,-15.809947,-15.099440
-3.254969,3.557251,-1.880725,-0.027463,-5.106055,-1.935179,-2.384195,0.004003,2.310058,-4.850601;10.641145,-12.663325,7.533557,0.301647,17.318149,7.792723,6.929047,-0.044029,-7.297174,15.602030
-3.582787,-5.075596,1.718006,-2.137183,-5.265636,3.640713,1.531771,-2.854311,-2.250850,-5.824608;12.710851,17.212889,-6.264812,7.947977,17.398478,-12.743651,-4.284382,6.738117,7.570586,15.542862
-0.867323,-0.629212,-5.555433,-5.082373,4.728464,5.549962,5.850161,-1.552810,4.299109,4.922418;1.958239,3.057415,16.209207,17.238868,-14.313904,-16.235511,-15.576445,4.514665,-10.904101,-16.256691
-4.930748,2.429021,2.518605,3.893824,2.469180,5.929614,-5.276846,4.235345,-5.424478,-3.855573;16.325325,-6.712654,-6.346013,-11.946027,-6.534112,-15.813290,17.376802,-10.818784,16.851540,12.130321
4.819588,-2.652288,1.202482,-1.690380,-4.776581,-1.670116,1.332821,3.767060,-4.221049,-0.635628;-15.290321,6.104337,-1.616952,5.991743,14.837656,5.784171,-2.369422,-12.495127,10.816818,3.034652
-3.300018,5.360964,5.356091,-5.237986,2.246417,0.947509,-1.475735,4.389806,1.945867,-3.907072;11.084318,-17.123646,-17.142116,17.437960,-7.589519,-1.634636,3.684908,-11.247565,-7.832630,11.880400
-4.016207,-4.840082,-4.013617,-0.114847,-5.993143,-5.128980,0.998406,2.473785,-0.748960,-1.527322;11.349946,15.497944,11.361628,1.231342,16.145690,17.377814,-1.489979,-6.514938,2.537353,4.235918
-1.615035,-2.761026,-3.265180,-5.784802,2.165790,5.761595,-2.901536,5.084503,4.808314,-1.890197;5.197169,6.285433,10.744461,15.530467,-7.877555,-15.544756,7.065961,-17.246733,-15.173654,7.585240
4.071094,-5.495226,-5.934745,-5.089094,4.588224,-1.028911,1.757794,-2.467590,-1.775211,-3.863356;-11.123241,16.506168,15.835494,17.263191,-12.811686,1.432395,-6.633719,6.540802,6.784726,12.093667
0.056631,3.290572,-0.374203,1.043068,3.686811,4.615596,4.821019,1.537553,-4.124708,2.657065;-0.619072,-10.994255,3.117137,-1.413906,-12.699640,-13.091641,-15.305006,-4.347500,10.952195,-6.104605
-1.195461,-4.374082,-4.062968,-2.989201,0.003391,-0.120178,3.724607,-5.991592,-3.257248,4.701446;1.591204,11.169396,11.153935,7.822576,-0.037300,1.285355,-12.621756,16.136117,10.664334,-14.016826
-4.962193,1.382248,4.901520,-0.954539,2.327131,-3.231430,-2.247456,0.421949,-4.960934,-2.546449;16.568674,-2.777340,-16.077360,1.611383,-7.213377,10.397620,7.585107,-3.252174,16.559427,6.260030
4.234907,5.526992,-2.751561,2.020879,-4.530696,-3.686029,1.017401,-4.360913,5.386984,-3.683988;-10.818633,-16.347867,6.254796,-8.010182,12.263167,12.700871,-1.451344,11.109866,-17.018638,12.704006
