70.272356,89.614322,37.194598,24.978559,45.556853,83.788684,62.017137,43.673482,14.428023,84.712848;1217.883461
48.190831,15.472232,10.741055,96.729793,12.646500,87.301419,68.685668,49.477828,20.858915,19.276449;955.876644
74.191951,53.256736,59.506497,40.187442,81.346761,26.379399,17.085673,10.815557,9.140009,92.182734;1027.288175
81.947813,83.824444,90.120565,67.744229,24.763032,12.783914,15.512565,71.202026,65.514445,77.120704;1286.481459
50.279263,31.914169,25.241286,67.276034,9.193270,76.906157,7.695487,92.471373,86.225277,19.196331;1031.239583
80.968406,75.361168,46.780082,78.156625,66.552162,93.748245,7.605265,78.363493,62.596990,50.247213;1388.691177
67.467841,20.043058,3.929253,85.281815,10.023797,1.146618,25.593447,23.381429,88.718653,96.425900;933.578003
26.756409,15.545146,93.305185,12.599435,90.520829,93.710086,85.582874,28.309421,5.091405,14.442993;1027.926013
78.608000,5.919476,47.975667,77.002319,5.990660,73.521158,48.532382,3.188898,54.065442,39.989629;963.644643
95.521568,2.209474,76.188646,86.195914,69.752803,77.662509,26.692814,72.825998,81.670992,30.794992;1343.040888
71.496153,35.064829,34.191866,72.085487,30.243870,53.867533,19.186853,15.749171,22.870764,96.433876;1002.991159
75.108494,62.152630,27.541108,48.027105,41.094516,86.163855,52.103601,34.829602,74.095599,95.651699;1301.618043
51.759030,73.689029,80.607847,72.677179,63.120011,17.487528,2.454776,55.093138,86.365236,57.268260;1223.453944
23.633588,35.312778,32.487870,44.230174,75.824915,30.163401,65.857926,17.172625,1.631884,99.916576;947.903625
85.458786,87.922182,57.815416,46.103581,31.067969,5.569125,93.440845,39.912617,9.038301,25.348847;1062.329768
74.923538,53.193177,59.956626,93.760156,44.803345,87.065647,31.409181,91.130890,25.065245,64.720033;1360.870874
68.444241,12.610260,92.148049,16.047447,41.876109,44.139746,8.297741,84.577569,37.690367,41.897786;994.184202
77.734677,53.839833,67.540482,87.014403,97.186107,85.951070,16.472738,79.884055,37.584814,70.733661;1457.842220
89.378569,62.212578,73.030823,37.229364,18.063586,78.180515,65.026779,76.844976,36.978728,59.120048;1299.839496
25.702917,56.341910,87.878297,87.689389,33.811220,93.959157,86.771980,34.274721,27.617413,77.641293;1331.021858
94.586999,26.214753,64.474178,73.067672,5.682237,46.848679,65.202946,56.521981,5.941511,57.806523;1092.238766
61.704607,69.415306,87.852280,11.417323,84.259532,71.448400,57.889734,27.766191,86.017660,39.157406;1300.544031
56.333612,90.114296,5.874927,60.545637,81.665499,34.675647,91.340172,22.949611,46.990314,16.926922;1115.922900
30.830894,39.146888,84.102534,15.512807,22.359129,14.490194,86.418312,27.093732,46.368469,20.246123;870.170717
32.282491,41.429430,45.635229,77.485576,81.384266,38.175692,52.090225,56.656460,86.643489,89.260532;1310.520693
89.830734,3.552264,12.932605,23.940883,75.144801,72.957359,99.203902,9.589027,2.920057,82.036132;1036.834823
22.142438,61.122451,83.901025,25.755659,49.115506,34.370371,8.919969,71.554851,12.938435,31.641891;900.238040
97.414302,68.022059,69.390914,89.040913,99.376201,40.680922,47.958147,17.813992,13.796266,80.548521;1355.002161
39.205752,60.507416,74.579945,23.621439,5.286548,97.773762,58.243469,78.345789,55.283220,3.813752;1091.588642
92.694448,0.595847,95.778332,14.426054,9.704956,62.745354,56.198157,95.323579,32.010874,19.989741;1052.064146
48.608117,85.652565,69.758376,16.432611,98.825713,87.473159,28.743111,92.639855,4.355734,77.706225;1324.426083
61.805058,92.133546,49.389014,48.078487,83.506370,69.495538,32.282289,44.693994,94.791193,91.308225;1445.545812
99.960074,62.112527,16.609315,15.349968,33.909786,4.138188,68.068249,96.259986,17.871415,28.650477;982.075247
1.006637,97.943108,7.508501,7.135619,61.486855,87.162323,41.158750,75.437031,64.833968,84.488616;1151.664528
