12.096514;13.670495,13.066164,23.928052,18.829716,18.560023,20.367490,24.085830,13.231904,22.429966,22.246309;4.299325,3.298677,-1.838780,0.646236,-4.146952,2.951733,3.352772,4.433796,3.810481,-2.111352;8.150548,1.203066,6.889734,0.192568,2.562723,6.015632,9.347614,4.671242,5.813101,7.767042;15.788711
11.186383;23.211440,28.609002,11.996647,24.287872,25.501505,12.860963,21.390934,12.147708,24.218371,14.520265;0.228153,9.529553,3.706796,-2.985281,0.617272,9.555783,-3.334592,-0.306132,6.225319,8.626657;0.959058,8.708100,3.228339,0.434145,7.109579,8.335772,2.403322,5.083018,0.675034,3.730668;11.393083
19.002610;10.820749,29.200252,12.631420,12.980475,27.117444,29.795126,14.605115,14.981978,28.055842,25.644077;0.069054,-3.788136,8.586199,1.972550,1.939289,7.877035,5.129699,-0.482621,-0.017659,6.948955;4.820361,6.923525,6.293409,2.604303,1.394514,2.759474,8.556457,8.920359,5.316616,2.350319;22.242272
16.967204;29.345559,16.165098,17.653345,22.070322,10.905032,28.938007,22.637424,15.961342,14.783794,24.421322;5.888802,3.999017,0.710149,5.786647,-2.694977,3.246429,1.062479,-3.475165,4.999055,0.738346;1.009723,9.658635,7.018067,4.524896,6.065190,5.021422,4.630004,5.063513,9.491806,6.316278;23.063346
12.245284;11.471762,16.394464,23.168533,14.146421,15.302228,11.271346,15.387785,19.536612,18.533051,11.610876;-3.953103,-2.943062,2.509281,8.217257,-2.908344,6.164877,3.563516,7.208575,0.305048,4.325678;3.575702,4.458794,1.635158,5.991085,4.260256,7.618950,8.124443,5.724059,4.882527,8.728637;19.627289
16.149316;29.059190,18.229016,25.789952,27.483205,22.950839,19.643270,28.455949,27.107315,15.356173,23.068513;3.828334,-0.444322,-1.333144,-0.727264,-1.901093,6.477583,9.220696,-2.152803,5.266986,0.398090;1.724582,6.075352,5.818758,5.372215,9.283872,2.826158,9.235158,5.551828,7.097214,7.629960;19.741261
12.129556;14.457383,21.986521,17.800090,20.280673,23.673666,12.046464,29.885838,22.276973,24.018722,15.336380;7.063694,6.307832,-3.983114,4.483589,7.982846,2.685736,8.962240,-1.811675,-4.940822,2.254855;1.792460,2.202594,4.462430,4.619740,6.834728,7.297502,3.653267,6.764107,2.351918,7.978045;13.958162
19.915057;13.827881,16.350459,17.278796,17.523143,12.491655,15.465454,10.798796,17.094061,28.819802,22.421969;4.006964,2.880041,4.728916,-4.332222,-4.852297,1.548972,-1.175981,7.270191,-1.872984,9.657073;0.975610,3.779949,9.043530,3.857120,6.428559,1.860512,0.533645,0.795419,8.094082,9.372847;24.695851
19.367184;25.902869,18.692993,14.785926,18.652230,28.781653,29.798176,24.932949,22.647133,15.310896,14.377222;-1.287082,-0.182234,-0.677383,7.103209,-1.920943,8.906709,-3.545220,9.085488,-1.628674,7.116532;5.864233,5.891208,6.612446,6.387704,3.539999,2.445465,4.027477,6.535759,9.016199,9.317820;25.474617
13.291660;24.768273,28.758769,23.014662,16.860685,20.677514,29.364298,18.035626,26.245320,16.531869,25.768554;-1.357512,1.439416,-1.790543,-0.770078,8.788795,1.830986,-4.570213,-3.686845,-0.839801,-0.619885;1.932472,9.581133,0.648600,1.301147,8.520142,1.457075,1.912484,8.576686,3.663941,1.884991;11.783180
17.842670;22.603770,13.030053,27.095681,17.747017,27.547180,12.044812,26.248609,23.172673,29.958279,13.555336;-2.644812,-4.658493,-1.539061,8.140267,4.042215,6.636005,-4.103600,-1.957862,0.806909,8.012083;8.938694,0.978816,0.498404,7.107565,9.561813,4.319547,1.881118,9.020397,8.017861,4.639901;21.985265
18.383823;15.619059,14.198598,23.410790,25.313772,22.746216,25.344649,27.102709,25.854597,25.494831,25.746002;-4.369032,4.263371,7.044311,2.538668,7.398030,3.772220,8.275541,6.185419,-0.345262,3.098292;9.298785,9.000770,6.793852,7.671221,0.065909,3.436819,3.860718,2.333961,4.973109,9.891300;21.939098
13.768950;19.968111,20.419488,10.026079,13.541737,24.576608,11.978073,14.740870,24.075903,14.141128,10.962639;-0.380927,8.807077,6.688177,-4.880963,5.959742,7.121486,0.968063,6.161432,-0.866310,7.901787;1.727353,6.746219,4.874107,3.353725,4.874707,1.930305,2.060647,3.568332,3.940317,7.126749;16.219545
17.337319;24.132311,28.613947,18.070532,22.611618,25.491199,14.225095,17.722831,10.826861,10.821202,24.073807;5.354965,0.349567,-4.885211,0.149435,-4.771596,-0.719341,-0.818281,7.191847,1.015484,9.895243;4.716878,0.091433,8.912766,3.787415,1.151308,2.556900,0.947414,4.484494,5.311316,3.963830;16.140000
11.835765;13.380307,29.962698,12.737110,26.336797,17.406015,15.592474,29.265066,23.712571,14.483622,28.722062;6.145480,-4.945227,-0.378353,-0.050948,-2.668077,-1.517622,-4.701512,-0.909576,1.044409,3.066527;8.249549,8.397794,2.929270,6.107562,8.433613,5.645078,9.991416,0.185247,1.147476,1.786881;14.197146
17.209923;11.687769,20.112108,12.168431,15.596748,22.439299,21.646966,21.183688,18.244820,21.913706,16.765121;-0.837798,2.085766,0.469743,9.515408,3.734043,7.663097,0.168409,7.751000,4.970757,7.896576;0.903098,6.901139,3.484056,2.243285,1.195886,7.306099,6.585777,9.999873,8.364255,6.875007;23.840468
