-0.100102,-3.776952,-4.170154,-1.092278,0.969701,-1.574033,-0.744427,-1.874475,2.607286,-2.451711;39.507641
-1.445668,0.428943,-1.544128,2.157663,-4.852714,1.559321,3.023835,-4.134182,-1.173918,-2.381341;18.897557
-3.034554,-3.639932,5.854235,5.184649,-0.764496,2.405682,-5.586301,2.456033,2.295511,3.328422;-25.620090
4.317244,3.168214,4.090182,-3.039897,-0.785539,5.043128,-0.609340,-3.315860,1.243232,-2.992193;-17.700707
0.128719,-3.807925,0.761793,-1.059952,2.769702,2.216848,-3.732562,0.673415,-4.884795,1.333074;19.140351
-0.115131,1.425617,-4.999950,-5.834389,-1.605064,-3.594119,-0.408385,3.210854,-5.464937,-3.546755;70.583613
-2.134742,4.852216,3.704608,5.548093,0.889097,5.529342,4.432352,-0.286377,0.206200,4.963792;-82.257764
-5.243935,-4.445169,1.501631,4.093356,-4.831490,2.510854,1.884894,3.937815,0.876054,5.870925;-13.772641
-0.340813,-0.286122,2.011447,3.207162,1.513135,-5.977470,-1.495986,-5.977562,-4.974721,-5.740155;51.672003
1.241084,2.615907,-2.791968,-4.258770,0.699617,-3.210516,-1.084431,1.934603,1.162792,5.794166;-6.684968
-5.122171,3.357644,5.478500,-3.495881,-3.878664,3.951000,-2.154422,3.513987,-4.378400,-1.682045;14.470764
5.766384,-5.303290,0.085934,-5.652265,-4.811571,-2.351017,-5.970107,-0.302755,2.038887,0.481036;46.386475
-1.956513,5.817416,1.828137,-1.199331,1.050421,-0.444500,-5.180008,4.326737,2.345252,-3.860024;0.078833
-5.120074,-4.010554,-4.076761,4.173014,-4.600566,1.043901,2.434731,-1.488398,2.751111,0.651203;28.406768
1.290645,-0.338241,-4.850824,0.134857,5.024769,0.726614,2.039009,-5.969600,1.198924,0.275854;-0.784301
4.623146,-3.845846,-0.499456,0.650681,-4.845540,-2.927144,-4.973037,4.429561,1.583880,0.776237;20.075546
4.399698,-3.430207,0.465802,1.869222,4.456011,-0.495182,-3.681703,-2.650859,-2.991686,-2.715614;14.523949
2.496052,-5.951506,-5.969210,-0.206542,-2.723990,0.682083,-5.711676,-0.573448,4.205684,2.560760;32.717130
3.909788,3.067511,4.420351,-2.975703,0.258852,-2.675332,-1.922287,-1.961630,3.144280,2.271968;-21.902669
-3.051001,0.291900,2.964563,2.208318,4.124324,0.230721,-4.599595,2.666886,-3.601682,-4.854316;12.346207
-1.030291,2.433416,-5.877560,-2.845537,-2.130208,2.643454,4.368177,-0.825786,-2.736833,5.105216;-1.174985
0.319503,-3.727110,-0.559988,4.817837,-5.129617,-2.273632,0.025881,4.442166,-1.345070,-3.262312;23.901511
-2.123962,3.268816,4.008209,-3.065782,4.163542,-3.805533,-4.430493,4.695667,0.079970,-4.622289;5.713262
-1.620794,-0.311477,-4.778816,3.345538,2.334258,4.624313,0.899099,-2.073993,5.272348,-0.664626;-17.154771
2.766448,1.661526,5.205812,4.208422,-3.927611,-1.436591,2.676642,-1.741276,-0.997212,-3.545690;-10.712213
-2.897938,5.401139,-1.208131,4.042879,5.671656,1.261718,0.808034,-4.573134,-5.210826,-5.560361;6.917091
-1.280058,5.727260,-3.725926,-3.921490,-3.899827,5.968429,-3.943546,-5.205936,2.230128,-2.965870;35.856243
1.782567,-3.603710,-1.176027,-0.263533,2.386819,-2.414771,-3.833279,1.783372,-0.524414,-2.111654;26.484669
-0.204219,-1.426861,-3.892558,4.231997,5.397302,1.367355,-5.861592,1.709525,4.390050,-0.852933;-13.033749
3.686752,-0.616756,-3.331308,0.539785,-1.396724,-3.771494,-3.754175,-4.956541,2.670026,-0.090672;37.811096
-2.884111,5.015535,3.391038,4.629633,3.941779,-1.408568,-4.347983,0.527510,0.111687,-2.586625;-31.038946
-2.172717,0.552821,-0.679908,3.154065,2.383154,-4.012978,0.641150,3.511020,3.825503,0.066962;-26.212517
0.867508,-5.150857,2.217347,5.343055,1.507864,-0.307504,5.075561,-5.318395,-0.063820,-5.496877;6.599685
2.589331,2.567924,5.980905,1.378705,-2.880610,1.824404,-1.343783,-4.765975,-5.170764,-3.250150;13.769807
1.362403,-2.587258,-2.401920,-5.289275,0.810730,3.513506,0.958022,-0.044349,1.948704,-5.165414;21.467977
-4.241042,-0.388511,4.415871,3.669680,0.169797,5.515909,-5.822310,-1.660509,-3.381519,0.834993;2.597817
-4.607754,-4.107322,-1.570357,0.698911,3.072940,4.783881,-4.998790,1.993615,-2.427160,-1.119601;19.338559
5.505721,-0.114002,2.530603,3.309515,-0.488985,-3.863362,-2.206719,-1.182110,2.051040,5.339683;-33.237469
